feature_path,emotion,split
features_logmel\train\6677.npy,angry,train
features_logmel\train\6678.npy,sad,train
features_logmel\train\6679.npy,angry,train
features_logmel\train\6680.npy,happy,train
features_logmel\train\6681.npy,happy,train
features_logmel\train\6682.npy,happy,train
features_logmel\train\6683.npy,sad,train
features_logmel\train\6684.npy,neutral,train
features_logmel\train\6685.npy,neutral,train
features_logmel\train\6686.npy,angry,train
features_logmel\train\6687.npy,happy,train
features_logmel\train\6688.npy,sad,train
features_logmel\train\6689.npy,neutral,train
features_logmel\train\6690.npy,happy,train
features_logmel\train\6691.npy,angry,train
features_logmel\train\6692.npy,happy,train
features_logmel\train\6693.npy,angry,train
features_logmel\train\6694.npy,angry,train
features_logmel\train\6695.npy,happy,train
features_logmel\train\6696.npy,happy,train
features_logmel\train\6697.npy,happy,train
features_logmel\train\6698.npy,happy,train
features_logmel\train\6699.npy,happy,train
features_logmel\train\6700.npy,happy,train
features_logmel\train\6701.npy,happy,train
features_logmel\train\6702.npy,neutral,train
features_logmel\train\6703.npy,sad,train
features_logmel\train\6704.npy,angry,train
features_logmel\train\6705.npy,neutral,train
features_logmel\train\6706.npy,sad,train
features_logmel\train\6707.npy,sad,train
features_logmel\train\6708.npy,angry,train
features_logmel\train\6709.npy,angry,train
features_logmel\train\6710.npy,happy,train
features_logmel\train\6711.npy,happy,train
features_logmel\train\6712.npy,happy,train
features_logmel\train\6713.npy,happy,train
features_logmel\train\6714.npy,sad,train
features_logmel\train\6715.npy,neutral,train
features_logmel\train\6716.npy,sad,train
features_logmel\train\6717.npy,angry,train
features_logmel\train\6718.npy,neutral,train
features_logmel\train\6719.npy,sad,train
features_logmel\train\6720.npy,sad,train
features_logmel\train\6721.npy,angry,train
features_logmel\train\6722.npy,happy,train
features_logmel\train\6723.npy,sad,train
features_logmel\train\6724.npy,neutral,train
features_logmel\train\6725.npy,happy,train
features_logmel\train\6726.npy,sad,train
features_logmel\train\6727.npy,neutral,train
features_logmel\train\6728.npy,happy,train
features_logmel\train\6729.npy,neutral,train
features_logmel\train\6730.npy,neutral,train
features_logmel\train\6731.npy,sad,train
features_logmel\train\6732.npy,sad,train
features_logmel\train\6733.npy,sad,train
features_logmel\train\6734.npy,neutral,train
features_logmel\train\6735.npy,sad,train
features_logmel\train\6736.npy,angry,train
features_logmel\train\6737.npy,sad,train
features_logmel\train\6738.npy,neutral,train
features_logmel\train\6739.npy,sad,train
features_logmel\train\6740.npy,neutral,train
features_logmel\train\6741.npy,neutral,train
features_logmel\train\6742.npy,happy,train
features_logmel\train\6743.npy,sad,train
features_logmel\train\6744.npy,neutral,train
features_logmel\train\6745.npy,sad,train
features_logmel\train\6746.npy,happy,train
features_logmel\train\6747.npy,sad,train
features_logmel\train\6748.npy,sad,train
features_logmel\train\6749.npy,angry,train
features_logmel\train\6750.npy,happy,train
features_logmel\train\6751.npy,neutral,train
features_logmel\train\6752.npy,sad,train
features_logmel\train\6753.npy,angry,train
features_logmel\train\6754.npy,angry,train
features_logmel\train\6755.npy,happy,train
features_logmel\train\6756.npy,neutral,train
features_logmel\train\6757.npy,angry,train
features_logmel\train\6758.npy,sad,train
features_logmel\train\6759.npy,neutral,train
features_logmel\train\6760.npy,neutral,train
features_logmel\train\6761.npy,sad,train
features_logmel\train\6762.npy,happy,train
features_logmel\train\6763.npy,happy,train
features_logmel\train\6764.npy,happy,train
features_logmel\train\6765.npy,sad,train
features_logmel\train\6766.npy,happy,train
features_logmel\train\6767.npy,happy,train
features_logmel\train\6768.npy,sad,train
features_logmel\train\6769.npy,angry,train
features_logmel\train\6770.npy,neutral,train
features_logmel\train\6771.npy,happy,train
features_logmel\train\6772.npy,neutral,train
features_logmel\train\6773.npy,happy,train
features_logmel\train\6774.npy,angry,train
features_logmel\train\6775.npy,angry,train
features_logmel\train\6776.npy,angry,train
features_logmel\train\6777.npy,neutral,train
features_logmel\train\6778.npy,angry,train
features_logmel\train\6779.npy,sad,train
features_logmel\train\6780.npy,neutral,train
features_logmel\train\6781.npy,neutral,train
features_logmel\train\6782.npy,angry,train
features_logmel\train\6783.npy,happy,train
features_logmel\train\6784.npy,happy,train
features_logmel\train\6785.npy,sad,train
features_logmel\train\6786.npy,angry,train
features_logmel\train\6787.npy,neutral,train
features_logmel\train\6788.npy,happy,train
features_logmel\train\6789.npy,sad,train
features_logmel\train\6790.npy,neutral,train
features_logmel\train\6791.npy,sad,train
features_logmel\train\6792.npy,neutral,train
features_logmel\train\6793.npy,neutral,train
features_logmel\train\6794.npy,happy,train
features_logmel\train\6795.npy,sad,train
features_logmel\train\6796.npy,angry,train
features_logmel\train\6797.npy,happy,train
features_logmel\train\6798.npy,happy,train
features_logmel\train\6799.npy,angry,train
features_logmel\train\6800.npy,happy,train
features_logmel\train\6801.npy,happy,train
features_logmel\train\6802.npy,happy,train
features_logmel\train\6803.npy,happy,train
features_logmel\train\6804.npy,neutral,train
features_logmel\train\6805.npy,neutral,train
features_logmel\train\6806.npy,neutral,train
features_logmel\train\6807.npy,happy,train
features_logmel\train\6808.npy,angry,train
features_logmel\train\6809.npy,happy,train
features_logmel\train\6810.npy,happy,train
features_logmel\train\6811.npy,angry,train
features_logmel\train\6812.npy,sad,train
features_logmel\train\6813.npy,angry,train
features_logmel\train\6814.npy,neutral,train
features_logmel\train\6815.npy,angry,train
features_logmel\train\6816.npy,neutral,train
features_logmel\train\6817.npy,angry,train
features_logmel\train\6818.npy,happy,train
features_logmel\train\6819.npy,happy,train
features_logmel\train\6820.npy,happy,train
features_logmel\train\6821.npy,happy,train
features_logmel\train\6822.npy,neutral,train
features_logmel\train\6823.npy,angry,train
features_logmel\train\6824.npy,neutral,train
features_logmel\train\6825.npy,angry,train
features_logmel\train\6826.npy,sad,train
features_logmel\train\6827.npy,neutral,train
features_logmel\train\6828.npy,sad,train
features_logmel\train\6829.npy,neutral,train
features_logmel\train\6830.npy,sad,train
features_logmel\train\6831.npy,angry,train
features_logmel\train\6832.npy,sad,train
features_logmel\train\6833.npy,neutral,train
features_logmel\train\6834.npy,angry,train
features_logmel\train\6835.npy,angry,train
features_logmel\train\6836.npy,angry,train
features_logmel\train\6837.npy,angry,train
features_logmel\train\6838.npy,neutral,train
features_logmel\train\6839.npy,neutral,train
features_logmel\train\6840.npy,happy,train
features_logmel\train\6841.npy,neutral,train
features_logmel\train\6842.npy,neutral,train
features_logmel\train\6843.npy,neutral,train
features_logmel\train\6844.npy,angry,train
features_logmel\train\6845.npy,sad,train
features_logmel\train\6846.npy,angry,train
features_logmel\train\6847.npy,neutral,train
features_logmel\train\6848.npy,angry,train
features_logmel\train\6849.npy,neutral,train
features_logmel\train\6850.npy,sad,train
features_logmel\train\6851.npy,sad,train
features_logmel\train\6852.npy,angry,train
features_logmel\train\6853.npy,sad,train
features_logmel\train\6854.npy,neutral,train
features_logmel\train\6855.npy,neutral,train
features_logmel\train\6856.npy,sad,train
features_logmel\train\6857.npy,neutral,train
features_logmel\train\6858.npy,angry,train
features_logmel\train\6859.npy,happy,train
features_logmel\train\6860.npy,angry,train
features_logmel\train\6861.npy,neutral,train
features_logmel\train\6862.npy,neutral,train
features_logmel\train\6863.npy,neutral,train
features_logmel\train\6864.npy,happy,train
features_logmel\train\6865.npy,neutral,train
features_logmel\train\6866.npy,angry,train
features_logmel\train\6867.npy,neutral,train
features_logmel\train\6868.npy,happy,train
features_logmel\train\6869.npy,sad,train
features_logmel\train\6870.npy,angry,train
features_logmel\train\6871.npy,happy,train
features_logmel\train\6872.npy,happy,train
features_logmel\train\6873.npy,angry,train
features_logmel\train\6874.npy,happy,train
features_logmel\train\6875.npy,angry,train
features_logmel\train\6876.npy,sad,train
features_logmel\train\6877.npy,neutral,train
features_logmel\train\6878.npy,happy,train
features_logmel\train\6879.npy,sad,train
features_logmel\train\6880.npy,neutral,train
features_logmel\train\6881.npy,happy,train
features_logmel\train\6882.npy,sad,train
features_logmel\train\6883.npy,neutral,train
features_logmel\train\6884.npy,happy,train
features_logmel\train\6885.npy,happy,train
features_logmel\train\6886.npy,happy,train
features_logmel\train\6887.npy,sad,train
features_logmel\train\6888.npy,sad,train
features_logmel\train\6889.npy,sad,train
features_logmel\train\6890.npy,sad,train
features_logmel\train\6891.npy,happy,train
features_logmel\train\6892.npy,sad,train
features_logmel\train\6893.npy,happy,train
features_logmel\train\6894.npy,neutral,train
features_logmel\train\6895.npy,sad,train
features_logmel\train\6896.npy,happy,train
features_logmel\train\6897.npy,neutral,train
features_logmel\train\6898.npy,sad,train
features_logmel\train\6899.npy,angry,train
features_logmel\train\6900.npy,neutral,train
features_logmel\train\6901.npy,happy,train
features_logmel\train\6902.npy,neutral,train
features_logmel\train\6903.npy,sad,train
features_logmel\train\6904.npy,happy,train
features_logmel\train\6905.npy,angry,train
features_logmel\train\6906.npy,happy,train
features_logmel\train\6907.npy,sad,train
features_logmel\train\6908.npy,happy,train
features_logmel\train\6909.npy,happy,train
features_logmel\train\6910.npy,neutral,train
features_logmel\train\6911.npy,sad,train
features_logmel\train\6912.npy,angry,train
features_logmel\train\6913.npy,neutral,train
features_logmel\train\6914.npy,sad,train
features_logmel\train\6915.npy,happy,train
features_logmel\train\6916.npy,angry,train
features_logmel\train\6917.npy,neutral,train
features_logmel\train\6918.npy,sad,train
features_logmel\train\6919.npy,happy,train
features_logmel\train\6920.npy,angry,train
features_logmel\train\6921.npy,happy,train
features_logmel\train\6922.npy,neutral,train
features_logmel\train\6923.npy,happy,train
features_logmel\train\6924.npy,happy,train
features_logmel\train\6925.npy,angry,train
features_logmel\train\6926.npy,neutral,train
features_logmel\train\6927.npy,happy,train
features_logmel\train\6928.npy,neutral,train
features_logmel\train\6929.npy,happy,train
features_logmel\train\6930.npy,angry,train
features_logmel\train\6931.npy,neutral,train
features_logmel\train\6932.npy,neutral,train
features_logmel\train\6933.npy,sad,train
features_logmel\train\6934.npy,neutral,train
features_logmel\train\6935.npy,happy,train
features_logmel\train\6936.npy,angry,train
features_logmel\train\6937.npy,neutral,train
features_logmel\train\6938.npy,sad,train
features_logmel\train\6939.npy,happy,train
features_logmel\train\6940.npy,angry,train
features_logmel\train\6941.npy,sad,train
features_logmel\train\6942.npy,happy,train
features_logmel\train\6943.npy,neutral,train
features_logmel\train\6944.npy,sad,train
features_logmel\train\6945.npy,neutral,train
features_logmel\train\6946.npy,sad,train
features_logmel\train\6947.npy,angry,train
features_logmel\train\6948.npy,neutral,train
features_logmel\train\6949.npy,neutral,train
features_logmel\train\6950.npy,neutral,train
features_logmel\train\6951.npy,neutral,train
features_logmel\train\6952.npy,neutral,train
features_logmel\train\6953.npy,neutral,train
features_logmel\train\6954.npy,sad,train
features_logmel\train\6955.npy,neutral,train
features_logmel\train\6956.npy,angry,train
features_logmel\train\6957.npy,neutral,train
features_logmel\train\6958.npy,neutral,train
features_logmel\train\6959.npy,neutral,train
features_logmel\train\6960.npy,happy,train
features_logmel\train\6961.npy,neutral,train
features_logmel\train\6962.npy,neutral,train
features_logmel\train\6963.npy,happy,train
features_logmel\train\6964.npy,sad,train
features_logmel\train\6965.npy,happy,train
features_logmel\train\6966.npy,neutral,train
features_logmel\train\6967.npy,angry,train
features_logmel\train\6968.npy,happy,train
features_logmel\train\6969.npy,neutral,train
features_logmel\train\6970.npy,happy,train
features_logmel\train\6971.npy,neutral,train
features_logmel\train\6972.npy,sad,train
features_logmel\train\6973.npy,neutral,train
features_logmel\train\6974.npy,sad,train
features_logmel\train\6975.npy,sad,train
features_logmel\train\6976.npy,neutral,train
features_logmel\train\6977.npy,sad,train
features_logmel\train\6978.npy,neutral,train
features_logmel\train\6979.npy,neutral,train
features_logmel\train\6980.npy,neutral,train
features_logmel\train\6981.npy,happy,train
features_logmel\train\6982.npy,happy,train
features_logmel\train\6983.npy,angry,train
features_logmel\train\6984.npy,sad,train
features_logmel\train\6985.npy,sad,train
features_logmel\train\6986.npy,angry,train
features_logmel\train\6987.npy,happy,train
features_logmel\train\6988.npy,angry,train
features_logmel\train\6989.npy,angry,train
features_logmel\train\6990.npy,sad,train
features_logmel\train\6991.npy,happy,train
features_logmel\train\6992.npy,angry,train
features_logmel\train\6993.npy,neutral,train
features_logmel\train\6994.npy,sad,train
features_logmel\train\6995.npy,angry,train
features_logmel\train\6996.npy,neutral,train
features_logmel\train\6997.npy,happy,train
features_logmel\train\6998.npy,happy,train
features_logmel\train\6999.npy,sad,train
features_logmel\train\7000.npy,sad,train
features_logmel\train\7001.npy,neutral,train
features_logmel\train\7002.npy,happy,train
features_logmel\train\7003.npy,neutral,train
features_logmel\train\7004.npy,angry,train
features_logmel\train\7005.npy,sad,train
features_logmel\train\7006.npy,neutral,train
features_logmel\train\7007.npy,sad,train
features_logmel\train\7008.npy,happy,train
features_logmel\train\7009.npy,sad,train
features_logmel\train\7010.npy,happy,train
features_logmel\train\7011.npy,neutral,train
features_logmel\train\7012.npy,happy,train
features_logmel\train\7013.npy,angry,train
features_logmel\train\7014.npy,angry,train
features_logmel\train\7015.npy,happy,train
features_logmel\train\7016.npy,angry,train
features_logmel\train\7017.npy,happy,train
features_logmel\train\7018.npy,angry,train
features_logmel\train\7019.npy,neutral,train
features_logmel\train\7020.npy,angry,train
features_logmel\train\7021.npy,neutral,train
features_logmel\train\7022.npy,happy,train
features_logmel\train\7023.npy,angry,train
features_logmel\train\7024.npy,angry,train
features_logmel\train\7025.npy,angry,train
features_logmel\train\7026.npy,neutral,train
features_logmel\train\7027.npy,angry,train
features_logmel\train\7028.npy,angry,train
features_logmel\train\7029.npy,angry,train
features_logmel\train\7030.npy,happy,train
features_logmel\train\7031.npy,sad,train
features_logmel\train\7032.npy,neutral,train
features_logmel\train\7033.npy,sad,train
features_logmel\train\7034.npy,sad,train
features_logmel\train\7035.npy,neutral,train
features_logmel\train\7036.npy,happy,train
features_logmel\train\7037.npy,happy,train
features_logmel\train\7038.npy,happy,train
features_logmel\train\7039.npy,angry,train
features_logmel\train\7040.npy,angry,train
features_logmel\train\7041.npy,happy,train
features_logmel\train\7042.npy,happy,train
features_logmel\train\7043.npy,neutral,train
features_logmel\train\7044.npy,happy,train
features_logmel\train\7045.npy,sad,train
features_logmel\train\7046.npy,angry,train
features_logmel\train\7047.npy,happy,train
features_logmel\train\7048.npy,happy,train
features_logmel\train\7049.npy,happy,train
features_logmel\train\7050.npy,angry,train
features_logmel\train\7051.npy,neutral,train
features_logmel\train\7052.npy,angry,train
features_logmel\train\7053.npy,angry,train
features_logmel\train\7054.npy,sad,train
features_logmel\train\7055.npy,neutral,train
features_logmel\train\7056.npy,angry,train
features_logmel\train\7057.npy,happy,train
features_logmel\train\7058.npy,happy,train
features_logmel\train\7059.npy,sad,train
features_logmel\train\7060.npy,neutral,train
features_logmel\train\7061.npy,neutral,train
features_logmel\train\7062.npy,sad,train
features_logmel\train\7063.npy,sad,train
features_logmel\train\7064.npy,angry,train
features_logmel\train\7065.npy,neutral,train
features_logmel\train\7066.npy,sad,train
features_logmel\train\7067.npy,angry,train
features_logmel\train\7068.npy,neutral,train
features_logmel\train\7069.npy,angry,train
features_logmel\train\7070.npy,neutral,train
features_logmel\train\7071.npy,sad,train
features_logmel\train\7072.npy,happy,train
features_logmel\train\7073.npy,happy,train
features_logmel\train\7074.npy,happy,train
features_logmel\train\7075.npy,neutral,train
features_logmel\train\7076.npy,happy,train
features_logmel\train\7077.npy,happy,train
features_logmel\train\7078.npy,sad,train
features_logmel\train\7079.npy,sad,train
features_logmel\train\7080.npy,neutral,train
features_logmel\train\7081.npy,angry,train
features_logmel\train\7082.npy,neutral,train
features_logmel\train\7083.npy,happy,train
features_logmel\train\7084.npy,happy,train
features_logmel\train\7085.npy,neutral,train
features_logmel\train\7086.npy,happy,train
features_logmel\train\7087.npy,happy,train
features_logmel\train\7088.npy,angry,train
features_logmel\train\7089.npy,angry,train
features_logmel\train\7090.npy,angry,train
features_logmel\train\7091.npy,happy,train
features_logmel\train\7092.npy,neutral,train
features_logmel\train\7093.npy,happy,train
features_logmel\train\7094.npy,sad,train
features_logmel\train\7095.npy,angry,train
features_logmel\train\7096.npy,happy,train
features_logmel\train\7097.npy,sad,train
features_logmel\train\7098.npy,happy,train
features_logmel\train\7099.npy,happy,train
features_logmel\train\7100.npy,angry,train
features_logmel\train\7101.npy,sad,train
features_logmel\train\7102.npy,happy,train
features_logmel\train\7103.npy,angry,train
features_logmel\train\7104.npy,neutral,train
features_logmel\train\7105.npy,neutral,train
features_logmel\train\7106.npy,neutral,train
features_logmel\train\7107.npy,sad,train
features_logmel\train\7108.npy,happy,train
features_logmel\train\7109.npy,happy,train
features_logmel\train\7110.npy,neutral,train
features_logmel\train\7111.npy,happy,train
features_logmel\train\7112.npy,sad,train
features_logmel\train\7113.npy,sad,train
features_logmel\train\7114.npy,neutral,train
features_logmel\train\7115.npy,happy,train
features_logmel\train\7116.npy,angry,train
features_logmel\train\7117.npy,sad,train
features_logmel\train\7118.npy,angry,train
features_logmel\train\7119.npy,angry,train
features_logmel\train\7120.npy,angry,train
features_logmel\train\7121.npy,happy,train
features_logmel\train\7122.npy,sad,train
features_logmel\train\7123.npy,angry,train
features_logmel\train\7124.npy,neutral,train
features_logmel\train\7125.npy,angry,train
features_logmel\train\7126.npy,neutral,train
features_logmel\train\7127.npy,neutral,train
features_logmel\train\7128.npy,happy,train
features_logmel\train\7129.npy,angry,train
features_logmel\train\7130.npy,sad,train
features_logmel\train\7131.npy,sad,train
features_logmel\train\7132.npy,happy,train
features_logmel\train\7133.npy,happy,train
features_logmel\train\7134.npy,angry,train
features_logmel\train\7135.npy,sad,train
features_logmel\train\7136.npy,sad,train
features_logmel\train\7137.npy,neutral,train
features_logmel\train\7138.npy,neutral,train
features_logmel\train\7139.npy,happy,train
features_logmel\train\7140.npy,happy,train
features_logmel\train\7141.npy,happy,train
features_logmel\train\7142.npy,sad,train
features_logmel\train\7143.npy,happy,train
features_logmel\train\7144.npy,sad,train
features_logmel\train\7145.npy,neutral,train
features_logmel\train\7146.npy,happy,train
features_logmel\train\7147.npy,happy,train
features_logmel\train\7148.npy,happy,train
features_logmel\train\7149.npy,angry,train
features_logmel\train\7150.npy,angry,train
features_logmel\train\7151.npy,angry,train
features_logmel\train\7152.npy,angry,train
features_logmel\train\7153.npy,sad,train
features_logmel\train\7154.npy,happy,train
features_logmel\train\7155.npy,happy,train
features_logmel\train\7156.npy,happy,train
features_logmel\train\7157.npy,happy,train
features_logmel\train\7158.npy,happy,train
features_logmel\train\7159.npy,neutral,train
features_logmel\train\7160.npy,neutral,train
features_logmel\train\7161.npy,happy,train
features_logmel\train\7162.npy,sad,train
features_logmel\train\7163.npy,angry,train
features_logmel\train\7164.npy,angry,train
features_logmel\train\7165.npy,sad,train
features_logmel\train\7166.npy,happy,train
features_logmel\train\7167.npy,neutral,train
features_logmel\train\7168.npy,neutral,train
features_logmel\train\7169.npy,angry,train
features_logmel\train\7170.npy,angry,train
features_logmel\train\7171.npy,neutral,train
features_logmel\train\7172.npy,neutral,train
features_logmel\train\7173.npy,neutral,train
features_logmel\train\7174.npy,angry,train
features_logmel\train\7175.npy,neutral,train
features_logmel\train\7176.npy,neutral,train
features_logmel\train\7177.npy,neutral,train
features_logmel\train\7178.npy,neutral,train
features_logmel\train\7179.npy,neutral,train
features_logmel\train\7180.npy,neutral,train
features_logmel\train\7181.npy,happy,train
features_logmel\train\7182.npy,angry,train
features_logmel\train\7183.npy,happy,train
features_logmel\train\7184.npy,angry,train
features_logmel\train\7185.npy,neutral,train
features_logmel\train\7186.npy,neutral,train
features_logmel\train\7187.npy,neutral,train
features_logmel\train\7188.npy,happy,train
features_logmel\train\7189.npy,neutral,train
features_logmel\train\7190.npy,happy,train
features_logmel\train\7191.npy,sad,train
features_logmel\train\7192.npy,happy,train
features_logmel\train\7193.npy,neutral,train
features_logmel\train\7194.npy,happy,train
features_logmel\train\7195.npy,neutral,train
features_logmel\train\7196.npy,neutral,train
features_logmel\train\7197.npy,happy,train
features_logmel\train\7198.npy,neutral,train
features_logmel\train\7199.npy,angry,train
features_logmel\train\7200.npy,sad,train
features_logmel\train\7201.npy,happy,train
features_logmel\train\7202.npy,happy,train
features_logmel\train\7203.npy,sad,train
features_logmel\train\7204.npy,neutral,train
features_logmel\train\7205.npy,sad,train
features_logmel\train\7206.npy,angry,train
features_logmel\train\7207.npy,happy,train
features_logmel\train\7208.npy,angry,train
features_logmel\train\7209.npy,angry,train
features_logmel\train\7210.npy,sad,train
features_logmel\train\7211.npy,neutral,train
features_logmel\train\7212.npy,angry,train
features_logmel\train\7213.npy,angry,train
features_logmel\train\7214.npy,angry,train
features_logmel\train\7215.npy,angry,train
features_logmel\train\7216.npy,sad,train
features_logmel\train\7217.npy,angry,train
features_logmel\train\7218.npy,sad,train
features_logmel\train\7219.npy,angry,train
features_logmel\train\7220.npy,angry,train
features_logmel\train\7221.npy,angry,train
features_logmel\train\7222.npy,neutral,train
features_logmel\train\7223.npy,happy,train
features_logmel\train\7224.npy,angry,train
features_logmel\train\7225.npy,happy,train
features_logmel\train\7226.npy,sad,train
features_logmel\train\7227.npy,sad,train
features_logmel\train\7228.npy,neutral,train
features_logmel\train\7229.npy,angry,train
features_logmel\train\7230.npy,neutral,train
features_logmel\train\7231.npy,happy,train
features_logmel\train\7232.npy,neutral,train
features_logmel\train\7233.npy,happy,train
features_logmel\train\7234.npy,neutral,train
features_logmel\train\7235.npy,neutral,train
features_logmel\train\7236.npy,neutral,train
features_logmel\train\7237.npy,sad,train
features_logmel\train\7238.npy,sad,train
features_logmel\train\7239.npy,neutral,train
features_logmel\train\7240.npy,happy,train
features_logmel\train\7241.npy,happy,train
features_logmel\train\7242.npy,angry,train
features_logmel\train\7243.npy,sad,train
features_logmel\train\7244.npy,happy,train
features_logmel\train\7245.npy,neutral,train
features_logmel\train\7246.npy,neutral,train
features_logmel\train\7247.npy,happy,train
features_logmel\train\7248.npy,neutral,train
features_logmel\train\7249.npy,angry,train
features_logmel\train\7250.npy,happy,train
features_logmel\train\7251.npy,sad,train
features_logmel\train\7252.npy,sad,train
features_logmel\train\7253.npy,angry,train
features_logmel\train\7254.npy,neutral,train
features_logmel\train\7255.npy,sad,train
features_logmel\train\7256.npy,neutral,train
features_logmel\train\7257.npy,sad,train
features_logmel\train\7258.npy,happy,train
features_logmel\train\7259.npy,angry,train
features_logmel\train\7260.npy,neutral,train
features_logmel\train\7261.npy,happy,train
features_logmel\train\7262.npy,neutral,train
features_logmel\train\7263.npy,neutral,train
features_logmel\train\7264.npy,angry,train
features_logmel\train\7265.npy,angry,train
features_logmel\train\7266.npy,happy,train
features_logmel\train\7267.npy,angry,train
features_logmel\train\7268.npy,angry,train
features_logmel\train\7269.npy,happy,train
features_logmel\train\7270.npy,happy,train
features_logmel\train\7271.npy,happy,train
features_logmel\train\7272.npy,neutral,train
features_logmel\train\7273.npy,happy,train
features_logmel\train\7274.npy,sad,train
features_logmel\train\7275.npy,sad,train
features_logmel\train\7276.npy,angry,train
features_logmel\train\7277.npy,angry,train
features_logmel\train\7278.npy,neutral,train
features_logmel\train\7279.npy,angry,train
features_logmel\train\7280.npy,happy,train
features_logmel\train\7281.npy,happy,train
features_logmel\train\7282.npy,neutral,train
features_logmel\train\7283.npy,angry,train
features_logmel\train\7284.npy,happy,train
features_logmel\train\7285.npy,neutral,train
features_logmel\train\7286.npy,angry,train
features_logmel\train\7287.npy,happy,train
features_logmel\train\7288.npy,happy,train
features_logmel\train\7289.npy,neutral,train
features_logmel\train\7290.npy,angry,train
features_logmel\train\7291.npy,angry,train
features_logmel\train\7292.npy,angry,train
features_logmel\train\7293.npy,angry,train
features_logmel\train\7294.npy,happy,train
features_logmel\train\7295.npy,angry,train
features_logmel\train\7296.npy,angry,train
features_logmel\train\7297.npy,neutral,train
features_logmel\train\7298.npy,neutral,train
features_logmel\train\7299.npy,happy,train
features_logmel\train\7300.npy,neutral,train
features_logmel\train\7301.npy,neutral,train
features_logmel\train\7302.npy,neutral,train
features_logmel\train\7303.npy,happy,train
features_logmel\train\7304.npy,sad,train
features_logmel\train\7305.npy,happy,train
features_logmel\train\7306.npy,angry,train
features_logmel\train\7307.npy,angry,train
features_logmel\train\7308.npy,neutral,train
features_logmel\train\7309.npy,angry,train
features_logmel\train\7310.npy,neutral,train
features_logmel\train\7311.npy,angry,train
features_logmel\train\7312.npy,neutral,train
features_logmel\train\7313.npy,sad,train
features_logmel\train\7314.npy,happy,train
features_logmel\train\7315.npy,angry,train
features_logmel\train\7316.npy,sad,train
features_logmel\train\7317.npy,happy,train
features_logmel\train\7318.npy,happy,train
features_logmel\train\7319.npy,neutral,train
features_logmel\train\7320.npy,neutral,train
features_logmel\train\7321.npy,sad,train
features_logmel\train\7322.npy,happy,train
features_logmel\train\7323.npy,angry,train
features_logmel\train\7324.npy,angry,train
features_logmel\train\7325.npy,happy,train
features_logmel\train\7326.npy,neutral,train
features_logmel\train\7327.npy,sad,train
features_logmel\train\7328.npy,neutral,train
features_logmel\train\7329.npy,angry,train
features_logmel\train\7330.npy,angry,train
features_logmel\train\7331.npy,sad,train
features_logmel\train\7332.npy,happy,train
features_logmel\train\7333.npy,happy,train
features_logmel\train\7334.npy,sad,train
features_logmel\train\7335.npy,neutral,train
features_logmel\train\7336.npy,sad,train
features_logmel\train\7337.npy,neutral,train
features_logmel\train\7338.npy,happy,train
features_logmel\train\7339.npy,sad,train
features_logmel\train\7340.npy,neutral,train
features_logmel\train\7341.npy,happy,train
features_logmel\train\7342.npy,sad,train
features_logmel\train\7343.npy,sad,train
features_logmel\train\7344.npy,neutral,train
features_logmel\train\7345.npy,sad,train
features_logmel\train\7346.npy,angry,train
features_logmel\train\7347.npy,happy,train
features_logmel\train\7348.npy,sad,train
features_logmel\train\7349.npy,happy,train
features_logmel\train\7350.npy,neutral,train
features_logmel\train\7351.npy,angry,train
features_logmel\train\7352.npy,happy,train
features_logmel\train\7353.npy,angry,train
features_logmel\train\7354.npy,happy,train
features_logmel\train\7355.npy,neutral,train
features_logmel\train\7356.npy,sad,train
features_logmel\train\7357.npy,angry,train
features_logmel\train\7358.npy,neutral,train
features_logmel\train\7359.npy,neutral,train
features_logmel\train\7360.npy,angry,train
features_logmel\train\7361.npy,happy,train
features_logmel\train\7362.npy,angry,train
features_logmel\train\7363.npy,happy,train
features_logmel\train\7364.npy,neutral,train
features_logmel\train\7365.npy,neutral,train
features_logmel\train\7366.npy,happy,train
features_logmel\train\7367.npy,neutral,train
features_logmel\train\7368.npy,angry,train
features_logmel\train\7369.npy,neutral,train
features_logmel\train\7370.npy,happy,train
features_logmel\train\7371.npy,sad,train
features_logmel\train\7372.npy,neutral,train
features_logmel\train\7373.npy,angry,train
features_logmel\train\7374.npy,sad,train
features_logmel\train\7375.npy,happy,train
features_logmel\train\7376.npy,neutral,train
features_logmel\train\7377.npy,happy,train
features_logmel\train\7378.npy,angry,train
features_logmel\train\7379.npy,angry,train
features_logmel\train\7380.npy,sad,train
features_logmel\train\7381.npy,angry,train
features_logmel\train\7382.npy,neutral,train
features_logmel\train\7383.npy,neutral,train
features_logmel\train\7384.npy,neutral,train
features_logmel\train\7385.npy,happy,train
features_logmel\train\7386.npy,sad,train
features_logmel\train\7387.npy,happy,train
features_logmel\train\7388.npy,sad,train
features_logmel\train\7389.npy,sad,train
features_logmel\train\7390.npy,neutral,train
features_logmel\train\7391.npy,happy,train
features_logmel\train\7392.npy,neutral,train
features_logmel\train\7393.npy,neutral,train
features_logmel\train\7394.npy,neutral,train
features_logmel\train\7395.npy,happy,train
features_logmel\train\7396.npy,sad,train
features_logmel\train\7397.npy,sad,train
features_logmel\train\7398.npy,angry,train
features_logmel\train\7399.npy,happy,train
features_logmel\train\7400.npy,angry,train
features_logmel\train\7401.npy,happy,train
