filepath,dataset,speaker_id,emotion_raw,emotion,split
C:\Code\Python\data\CREMA-D\AudioWAV\1031_IOM_NEU_XX.wav,CREMA-D,1031,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro03\Ses05F_impro03_M051.wav,IEMOCAP,Ses05F,exc,happy,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_13\03-01-05-01-01-01-13.wav,RAVDESS,13,05,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1045_WSI_HAP_XX.wav,CREMA-D,1045,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro05\Ses05F_impro05_F018.wav,IEMOCAP,Ses05F,ang,angry,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_20\03-01-05-02-02-02-20.wav,RAVDESS,20,05,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1027_IEO_HAP_MD.wav,CREMA-D,1027,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_1\Ses01M_script02_1_M001.wav,IEMOCAP,Ses01M,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1069_IEO_HAP_LO.wav,CREMA-D,1069,HAP,happy,train
C:\Code\Python\data\RAVDESS\Actor_10\03-01-03-02-02-02-10.wav,RAVDESS,10,03,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1029_TAI_HAP_XX.wav,CREMA-D,1029,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro03\Ses01M_impro03_F010.wav,IEMOCAP,Ses01M,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script02_1\Ses05M_script02_1_M032.wav,IEMOCAP,Ses05M,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1004_TSI_NEU_XX.wav,CREMA-D,1004,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro06\Ses03M_impro06_M001.wav,IEMOCAP,Ses03M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro01\Ses03M_impro01_M019.wav,IEMOCAP,Ses03M,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1058_WSI_NEU_XX.wav,CREMA-D,1058,NEU,neutral,train
C:\Code\Python\data\RAVDESS\Actor_12\03-01-04-02-01-01-12.wav,RAVDESS,12,04,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1027_ITH_SAD_XX.wav,CREMA-D,1027,SAD,sad,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_04\03-01-05-02-01-02-04.wav,RAVDESS,04,05,angry,train
C:\Code\Python\data\RAVDESS\Actor_18\03-01-05-01-02-02-18.wav,RAVDESS,18,05,angry,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_21\03-01-03-01-01-01-21.wav,RAVDESS,21,03,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1019_DFA_HAP_XX.wav,CREMA-D,1019,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script02_1\Ses05M_script02_1_M020.wav,IEMOCAP,Ses05M,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_1\Ses04M_script03_1_F027.wav,IEMOCAP,Ses04M,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro06\Ses04M_impro06_F005.wav,IEMOCAP,Ses04M,sad,sad,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_20\03-01-02-01-01-02-20.wav,RAVDESS,20,02,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1056_IOM_SAD_XX.wav,CREMA-D,1056,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script03_2\Ses04F_script03_2_F030.wav,IEMOCAP,Ses04F,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script03_2\Ses02M_script03_2_M033.wav,IEMOCAP,Ses02M,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script02_2\Ses05M_script02_2_F028.wav,IEMOCAP,Ses05M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_1\Ses03M_script01_1_M045.wav,IEMOCAP,Ses03M,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1047_DFA_ANG_XX.wav,CREMA-D,1047,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1044_TAI_HAP_XX.wav,CREMA-D,1044,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro02\Ses03F_impro02_F028.wav,IEMOCAP,Ses03F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1027_TAI_NEU_XX.wav,CREMA-D,1027,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1077_ITS_HAP_XX.wav,CREMA-D,1077,HAP,happy,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_07\03-01-04-01-02-01-07.wav,RAVDESS,07,04,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1067_ITH_NEU_XX.wav,CREMA-D,1067,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro07\Ses05F_impro07_M001.wav,IEMOCAP,Ses05F,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1022_TAI_NEU_XX.wav,CREMA-D,1022,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script02_2\Ses04M_script02_2_M020.wav,IEMOCAP,Ses04M,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro06\Ses01M_impro06_M013.wav,IEMOCAP,Ses01M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M025.wav,IEMOCAP,Ses01M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F020.wav,IEMOCAP,Ses01F,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_1\Ses04F_script01_1_M000.wav,IEMOCAP,Ses04F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script01_1b\Ses05M_script01_1b_M005.wav,IEMOCAP,Ses05M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro02\Ses05F_impro02_M015.wav,IEMOCAP,Ses05F,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro06\Ses02M_impro06_M009.wav,IEMOCAP,Ses02M,sad,sad,train
C:\Code\Python\data\RAVDESS\Actor_16\03-01-02-01-01-02-16.wav,RAVDESS,16,02,neutral,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_19\03-01-04-01-02-02-19.wav,RAVDESS,19,04,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1051_TAI_NEU_XX.wav,CREMA-D,1051,NEU,neutral,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_05\03-01-02-02-01-02-05.wav,RAVDESS,05,02,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1018_IEO_HAP_MD.wav,CREMA-D,1018,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1059_TAI_SAD_XX.wav,CREMA-D,1059,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1016_TSI_NEU_XX.wav,CREMA-D,1016,NEU,neutral,train
C:\Code\Python\data\RAVDESS\Actor_10\03-01-04-01-01-02-10.wav,RAVDESS,10,04,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1083_ITS_HAP_XX.wav,CREMA-D,1083,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro06\Ses05F_impro06_F006.wav,IEMOCAP,Ses05F,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script02_2\Ses02F_script02_2_F031.wav,IEMOCAP,Ses02F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1038_IWW_ANG_XX.wav,CREMA-D,1038,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1057_IWW_HAP_XX.wav,CREMA-D,1057,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1064_DFA_NEU_XX.wav,CREMA-D,1064,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro04\Ses05F_impro04_F016.wav,IEMOCAP,Ses05F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1085_IEO_ANG_HI.wav,CREMA-D,1085,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1017_IEO_ANG_MD.wav,CREMA-D,1017,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1081_DFA_HAP_XX.wav,CREMA-D,1081,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1068_MTI_NEU_XX.wav,CREMA-D,1068,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_1\Ses02F_script01_1_F036.wav,IEMOCAP,Ses02F,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1070_IWW_SAD_XX.wav,CREMA-D,1070,SAD,sad,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_14\03-01-02-02-02-02-14.wav,RAVDESS,14,02,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro05\Ses05F_impro05_M017.wav,IEMOCAP,Ses05F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1050_ITH_SAD_XX.wav,CREMA-D,1050,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1032_MTI_HAP_XX.wav,CREMA-D,1032,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro03\Ses05M_impro03_F008.wav,IEMOCAP,Ses05M,hap,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_M017.wav,IEMOCAP,Ses01M,hap,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script01_3\Ses05F_script01_3_F020.wav,IEMOCAP,Ses05F,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro03\Ses02F_impro03_F001.wav,IEMOCAP,Ses02F,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script02_1\Ses05M_script02_1_M002.wav,IEMOCAP,Ses05M,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro06\Ses04M_impro06_F018.wav,IEMOCAP,Ses04M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F006.wav,IEMOCAP,Ses02M,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro04\Ses02M_impro04_F002.wav,IEMOCAP,Ses02M,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1086_TIE_HAP_XX.wav,CREMA-D,1086,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1003_IWW_NEU_XX.wav,CREMA-D,1003,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro07\Ses05F_impro07_F025.wav,IEMOCAP,Ses05F,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1024_MTI_ANG_XX.wav,CREMA-D,1024,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1086_TSI_ANG_XX.wav,CREMA-D,1086,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script02_2\Ses03F_script02_2_F012.wav,IEMOCAP,Ses03F,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro03\Ses01M_impro03_F021.wav,IEMOCAP,Ses01M,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro05\Ses04M_impro05_M039.wav,IEMOCAP,Ses04M,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1003_TSI_SAD_XX.wav,CREMA-D,1003,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro03\Ses04F_impro03_M028.wav,IEMOCAP,Ses04F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1029_IOM_NEU_XX.wav,CREMA-D,1029,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script03_2\Ses05M_script03_2_F036.wav,IEMOCAP,Ses05M,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1050_WSI_HAP_XX.wav,CREMA-D,1050,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1058_TSI_HAP_XX.wav,CREMA-D,1058,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script02_2\Ses05F_script02_2_F016.wav,IEMOCAP,Ses05F,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro05a\Ses03M_impro05a_M011.wav,IEMOCAP,Ses03M,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script03_2\Ses02M_script03_2_F012.wav,IEMOCAP,Ses02M,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1012_ITS_HAP_XX.wav,CREMA-D,1012,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1003_ITH_SAD_XX.wav,CREMA-D,1003,SAD,sad,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_02\03-01-02-01-01-02-02.wav,RAVDESS,02,02,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script02_2\Ses05M_script02_2_F017.wav,IEMOCAP,Ses05M,sad,sad,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_19\03-01-01-01-02-01-19.wav,RAVDESS,19,01,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1032_TSI_NEU_XX.wav,CREMA-D,1032,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script02_1\Ses05M_script02_1_M005.wav,IEMOCAP,Ses05M,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1008_IWW_SAD_XX.wav,CREMA-D,1008,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1039_DFA_ANG_XX.wav,CREMA-D,1039,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_2\Ses01M_script02_2_M049.wav,IEMOCAP,Ses01M,hap,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1054_ITH_HAP_XX.wav,CREMA-D,1054,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_2\Ses01M_script03_2_M036.wav,IEMOCAP,Ses01M,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1034_MTI_HAP_XX.wav,CREMA-D,1034,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1065_MTI_HAP_XX.wav,CREMA-D,1065,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro03\Ses04F_impro03_F036.wav,IEMOCAP,Ses04F,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro07\Ses03F_impro07_M013.wav,IEMOCAP,Ses03F,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script03_1\Ses02F_script03_1_F017.wav,IEMOCAP,Ses02F,neu,neutral,train
C:\Code\Python\data\RAVDESS\Actor_22\03-01-02-01-01-02-22.wav,RAVDESS,22,02,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M000.wav,IEMOCAP,Ses01F,neu,neutral,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_05\03-01-03-02-01-02-05.wav,RAVDESS,05,03,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1066_TAI_ANG_XX.wav,CREMA-D,1066,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1031_ITH_HAP_XX.wav,CREMA-D,1031,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro07\Ses02M_impro07_F004.wav,IEMOCAP,Ses02M,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script02_2\Ses03M_script02_2_F002.wav,IEMOCAP,Ses03M,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1089_TAI_SAD_XX.wav,CREMA-D,1089,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script03_2\Ses05F_script03_2_F039.wav,IEMOCAP,Ses05F,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script02_1\Ses02F_script02_1_M010.wav,IEMOCAP,Ses02F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1040_IEO_ANG_LO.wav,CREMA-D,1040,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro04\Ses05M_impro04_F037.wav,IEMOCAP,Ses05M,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1039_TSI_ANG_XX.wav,CREMA-D,1039,ANG,angry,train
C:\Code\Python\data\RAVDESS\Actor_10\03-01-03-01-02-01-10.wav,RAVDESS,10,03,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro07\Ses04F_impro07_F006.wav,IEMOCAP,Ses04F,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script01_3\Ses05M_script01_3_M016.wav,IEMOCAP,Ses05M,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script01_3\Ses05M_script01_3_M042.wav,IEMOCAP,Ses05M,hap,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1060_TAI_NEU_XX.wav,CREMA-D,1060,NEU,neutral,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_05\03-01-05-01-01-01-05.wav,RAVDESS,05,05,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1013_IEO_NEU_XX.wav,CREMA-D,1013,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_2\Ses01F_script03_2_F026.wav,IEMOCAP,Ses01F,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1015_MTI_SAD_XX.wav,CREMA-D,1015,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1091_IOM_NEU_XX.wav,CREMA-D,1091,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_2\Ses01M_script02_2_F035.wav,IEMOCAP,Ses01M,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1074_TSI_NEU_XX.wav,CREMA-D,1074,NEU,neutral,train
C:\Code\Python\data\RAVDESS\Actor_07\03-01-04-01-02-01-07.wav,RAVDESS,07,04,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_2\Ses01F_script03_2_F034.wav,IEMOCAP,Ses01F,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1051_WSI_SAD_XX.wav,CREMA-D,1051,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro08\Ses05M_impro08_F007.wav,IEMOCAP,Ses05M,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script02_2\Ses05M_script02_2_M025.wav,IEMOCAP,Ses05M,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1069_ITH_ANG_XX.wav,CREMA-D,1069,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script03_2\Ses04F_script03_2_F029.wav,IEMOCAP,Ses04F,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script03_2\Ses04F_script03_2_F005.wav,IEMOCAP,Ses04F,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro03\Ses01M_impro03_F018.wav,IEMOCAP,Ses01M,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1013_TIE_NEU_XX.wav,CREMA-D,1013,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1003_ITH_HAP_XX.wav,CREMA-D,1003,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro03\Ses02F_impro03_M001.wav,IEMOCAP,Ses02F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script03_1\Ses02F_script03_1_M033.wav,IEMOCAP,Ses02F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro03\Ses01F_impro03_M024.wav,IEMOCAP,Ses01F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1069_MTI_ANG_XX.wav,CREMA-D,1069,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1040_WSI_SAD_XX.wav,CREMA-D,1040,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1050_WSI_ANG_XX.wav,CREMA-D,1050,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro05\Ses02F_impro05_M021.wav,IEMOCAP,Ses02F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script02_2\Ses03M_script02_2_M032.wav,IEMOCAP,Ses03M,ang,angry,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_18\03-01-02-01-02-02-18.wav,RAVDESS,18,02,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro06\Ses02M_impro06_F010.wav,IEMOCAP,Ses02M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script02_2\Ses05F_script02_2_M032.wav,IEMOCAP,Ses05F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1006_IEO_ANG_LO.wav,CREMA-D,1006,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script01_1\Ses05F_script01_1_F006.wav,IEMOCAP,Ses05F,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro06\Ses01M_impro06_F020.wav,IEMOCAP,Ses01M,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1088_IWL_NEU_XX.wav,CREMA-D,1088,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1081_TAI_SAD_XX.wav,CREMA-D,1081,SAD,sad,train
C:\Code\Python\data\RAVDESS\Actor_06\03-01-01-01-02-01-06.wav,RAVDESS,06,01,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_2\Ses04M_script03_2_M046.wav,IEMOCAP,Ses04M,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro07\Ses05F_impro07_M035.wav,IEMOCAP,Ses05F,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1083_IWW_ANG_XX.wav,CREMA-D,1083,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1044_IOM_NEU_XX.wav,CREMA-D,1044,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1054_DFA_NEU_XX.wav,CREMA-D,1054,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1072_MTI_NEU_XX.wav,CREMA-D,1072,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script02_1\Ses03F_script02_1_M011.wav,IEMOCAP,Ses03F,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script02_1\Ses05F_script02_1_F005.wav,IEMOCAP,Ses05F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1039_TAI_ANG_XX.wav,CREMA-D,1039,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1024_TAI_NEU_XX.wav,CREMA-D,1024,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script02_2\Ses03F_script02_2_F043.wav,IEMOCAP,Ses03F,hap,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_2\Ses01M_script02_2_F036.wav,IEMOCAP,Ses01M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_2\Ses01F_script03_2_F039.wav,IEMOCAP,Ses01F,ang,angry,train
C:\Code\Python\data\RAVDESS\Actor_12\03-01-03-01-02-01-12.wav,RAVDESS,12,03,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1041_IEO_HAP_MD.wav,CREMA-D,1041,HAP,happy,train
